id,title,author,rating,tags,volume,image,link
57,Мидлмарч,Джордж Элиот,4.4,"['Зарубежная классика', 'Литература 19 века', 'Английская классика', 'Интриги', 'Повороты судьбы', 'Провинциальный город', 'Экранизации']",1110,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/4580382-dzhordzh-eliot-midlmarch.jpg,https://www.litres.ru/dzhordzh-eliot/midlmarch/
58,Лолита,Владимир Набоков,4.1,"['Зарубежная классика', 'Литература 20 века', 'Русская классика', 'Истории о любви', 'Психологические драмы', 'Экранизации']",460,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/136061-vladimir-nabokov-lolita.jpg,https://www.litres.ru/vladimir-nabokov/lolita/
59,Брат болотного края,Ольга Птицева,4.7,"['Русское фэнтези', 'Современная русская литература', 'Фольклор', 'Young adult', 'Магический реализм', 'Семейная сага', 'Славянская мифология', 'Фольклор и мифология']",650,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/48416013-olga-pticeva-brat-bolotnogo-kraya.jpg,https://www.litres.ru/olga-pticeva/brat-bolotnogo-kraya/
60,Заводной апельсин,Энтони Бёрджесс,4.5,"['Зарубежная классика', 'Зарубежная фантастика', 'Литература 20 века', 'Социальная фантастика', 'Антиутопия', 'Взросление', 'Жизненный выбор', 'Насилие', 'Экранизации']",200,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/129934-entoni-berdzhes-zavodnoy-apelsin.jpg,https://www.litres.ru/entoni-berdzhes/zavodnoy-apelsin/
61,Бремя страстей человеческих,Уильям Сомерсет Моэм,4.7,"['Зарубежная классика', 'Классическая проза', 'Литература 20 века', 'Английская классика', 'Поиск предназначения', 'Судьба человека']",860,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/129414-uilyam-somerset-moem-bremya-strastey-chelovecheskih.jpg,https://www.litres.ru/uilyam-somerset-moem/bremya-strastey-chelovecheskih/
62,Архипелаг ГУЛАГ. Книга 1,Александр Солженицын,3.7,"['Литература 20 века', 'Автобиографическая проза', 'ГУЛАГ', 'Советские лагеря']",720,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/150952-aleksandr-isaevich-solzhenicyn-arhipelag-gulag-kniga-1.jpg,https://www.litres.ru/aleksandr-isaevich-solzhenicyn/arhipelag-gulag-kniga-1/
63,О всех созданиях – больших и малых,Джеймс Хэрриот,4.8,"['Зарубежная классика', 'Литература 20 века', 'Автобиографическая проза', 'В мире животных', 'Врачебные истории', 'Книги о животных', 'Современная классика', 'Художественно-документальная литература']",540,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63113653-dzheyms-herriot-o-vseh-sozdaniyah-bolshih-i-malyh.jpg,https://www.litres.ru/dzheyms-herriot/o-vseh-sozdaniyah-bolshih-i-malyh/
64,Земля обетованная,Эрих Мария Ремарк,4.6,"['Зарубежная классика', 'Классическая проза', 'Литература 20 века', 'Беженцы', 'Социальная проза', 'Судьба человека', 'Эмиграция']",470,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/127886-erih-mariya-remark-zemlya-obetovannaya.jpg,https://www.litres.ru/erih-mariya-remark/zemlya-obetovannaya/
65,Древняя магия. От драконов и оборотней до зелий и защиты от темных сил,Филипп Матышак,3.9,"['Культурология', 'Мифы / легенды / эпос', 'Античная история', 'Античная культура', 'Античность', 'Древний мир', 'Древний Рим', 'Древняя Греция', 'Культурологические исследования', 'Мифы', 'Эпоха античности']",230,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/62598801-philip-matyszak-drevnyaya-magiya-ot-drakonov-i-oborotney-do-zeliy-i-zaschi.jpg,https://www.litres.ru/philip-matyszak/drevnyaya-magiya-ot-drakonov-i-oborotney-do-zeliy-i-zaschi/
66,Финансист. Титан. Стоик,Теодор Драйзер,4.9,"['Зарубежная классика', 'Литература 20 века', 'Американская классика', 'Банковские аферы', 'Нравственный выбор', 'Портрет эпохи', 'Социальная проза', 'Судьба человека']",1920,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/48955248-teodor-drayzer-finansist-titan-stoik.jpg,https://www.litres.ru/teodor-drayzer/finansist-titan-stoik/
67,Легенды и мифы Древней Греции и Древнего Рима,Наталия Басовская,4.3,"['Мифы / легенды / эпос', 'Древние боги', 'Древний Рим', 'Древняя Греция', 'Легенды и предания', 'Фольклор и мифология']",760,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/23516608-nataliya-basovskaya-legendy-i-mify-drevney-grecii-i-drevnego-rima.jpg,https://www.litres.ru/nataliya-basovskaya/legendy-i-mify-drevney-grecii-i-drevnego-rima/
68,Детство,Тове Дитлевсен,4.7,"['Зарубежная классика', 'Литература 20 века', 'Взросление', 'Книги о детстве', 'Социальная проза']",100,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63011031-tove-ditlevsen-26779757-detstvo.jpg,https://www.litres.ru/tove-ditlevsen-26779757/detstvo/
69,Библия ядоносного дерева,Барбара Кингсолвер,4.6,"['Историческая литература', 'Литература 20 века', 'Исторические романы', 'Мировой бестселлер', 'Миссионерство', 'Семейная драма', 'Современная классика', 'Философская проза']",620,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/61655301-barbara-kingsolver-2-bibliya-yadonosnogo-dereva.jpg,https://www.litres.ru/barbara-kingsolver-2/bibliya-yadonosnogo-dereva/
70,Поллианна,Элинор Портер,4.7,"['Детская проза', 'Зарубежная классика', 'Зарубежные детские книги', 'Книги для подростков', 'Литература 20 века', 'Взросление', 'Детская классика', 'Жизненные трудности', 'Житейские истории', 'Книги о детстве', 'Семейное чтение', 'Сиротство']",260,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/8510996-elinor-porter-pollianna-8510996.jpg,https://www.litres.ru/elinor-porter/pollianna-8510996/
71,Унесенные ветром. Том 1,Маргарет Митчелл,4.8,"['Исторические любовные романы', 'Классические любовные романы', 'Литература 20 века', 'Американская классика', 'Гражданская война в США', 'Любовные интриги', 'Повороты судьбы', 'Сильные женщины', 'Страстная любовь', 'Экранизации']",780,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/131243-margaret-mitchell-unesennye-vetrom-tom-1.jpg,https://www.litres.ru/margaret-mitchell/unesennye-vetrom-tom-1/
72,Джейн Эйр,Шарлотта Бронте,4.8,"['Зарубежные любовные романы', 'Исторические любовные романы', 'Литература 19 века', '7 класс', 'Английская классика', 'Аристократия', 'Жизненные трудности', 'Повороты судьбы', 'Экранизации']",630,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/131406-sharlotta-bronte-dzheyn-eyr.jpg,https://www.litres.ru/sharlotta-bronte/dzheyn-eyr/
73,Клиника: анатомия жизни,Артур Хейли,4.7,"['Зарубежная классика', 'Литература 20 века', 'Американская литература', 'Врачебный роман', 'Производственный роман']",420,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/11656111-artur-heyli-klinika-anatomiya-zhizni.jpg,https://www.litres.ru/artur-heyli/klinika-anatomiya-zhizni/
74,Маленький принц,Антуан де Сент-Экзюпери,4.8,"['Зарубежная классика', 'Зарубежные детские книги', 'Книги для детей', 'Литература 20 века', 'Детская классика', 'Иллюстрированное издание', 'Семейное чтение', 'Философские сказки', 'Французская классика']",80,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/9815607-antuan-de-sent-ekzuperi-malenkiy-princ-9815607.jpg,https://www.litres.ru/antuan-de-sent-ekzuperi/malenkiy-princ-9815607/
75,Камера обскура,Владимир Набоков,4.7,"['Литература 20 века', 'Русская классика', 'Жизненный выбор', 'Любовный треугольник', 'Судьба человека', 'Экранизации']",180,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/142838-vladimir-nabokov-kamera-obskura.jpg,https://www.litres.ru/vladimir-nabokov/kamera-obskura/
76,Доктор Живаго,Борис Пастернак,4.5,"['Литература 20 века', 'Русская классика', 'Советская литература', '11 класс', 'Гражданская война', 'Жизненные трудности', 'Интеллигенция', 'Революция', 'Советская эпоха', 'Судьба человека', 'Экранизации']",660,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/134194-boris-pasternak-doktor-zhivago.jpg,https://www.litres.ru/boris-pasternak/doktor-zhivago/
