id,title,author,rating,tags,volume,image,link
812,Brides of Penhally Bay - Vol 2,Kate Hardy,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",710,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63313055-gill-sanderson-26848550-brides-of-penhally-bay-vol-2.jpg,https://www.litres.ru/gill-sanderson-26848550/brides-of-penhally-bay-vol-2/
813,Hot Westmoreland Nights / Scandalising the CEO,Brenda Jackson,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",330,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63313040-brenda-jackson-hot-westmoreland-nights-scandalising-the-ceo.jpg,https://www.litres.ru/brenda-jackson/hot-westmoreland-nights-scandalising-the-ceo/
814,The Doctor Takes a Princess / Pregnant with the Prince's Child,Leanne Banks,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",340,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63313035-leanne-banks-the-doct-63313035.jpg,https://www.litres.ru/leanne-banks/the-doct-63313035/
815,A Dangerous Man,Candace Camp,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",300,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63313015-candace-camp-21063502-a-dangerous-man.jpg,https://www.litres.ru/candace-camp-21063502/a-dangerous-man/
816,Bossman's Baby Scandal / Executive's Pregnancy Ultimatum,Catherine Mann,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",320,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63313000-catherine-mann-bossman-s-baby-scandal-executive-s-pregnancy-ultimatum.jpg,https://www.litres.ru/catherine-mann/bossman-s-baby-scandal-executive-s-pregnancy-ultimatum/
817,The Chef's Choice / The Boss's Proposal,Kristin Hardy,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы']",370,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312985-kristin-hardy-21063334-the-chef-s-choice-the-boss-s-proposal.jpg,https://www.litres.ru/kristin-hardy-21063334/the-chef-s-choice-the-boss-s-proposal/
818,Billionaire Heirs,Tessa Radley,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",470,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312980-tessa-radley-billionaire-heirs-63312980.jpg,https://www.litres.ru/tessa-radley/billionaire-heirs-63312980/
819,One-Amazing-Night Baby!,Heidi Rice,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",500,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312970-anne-oliver-21067678-one-amazing-night-baby.jpg,https://www.litres.ru/anne-oliver-21067678/one-amazing-night-baby/
820,Millionaire Under the Mistletoe / His High-Stakes Holiday Seduction,Emilie Rose,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",330,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312950-emilie-rose-millionai-63312950.jpg,https://www.litres.ru/emilie-rose/millionai-63312950/
821,Hearts Under Construction,Diann Hunt,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы']",200,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312940-diann-hunt-26822765-hearts-under-construction.jpg,https://www.litres.ru/diann-hunt-26822765/hearts-under-construction/
